12.435000,2.406000,11.062000,12.661000,38.564,46.827770
12.567000,13.019000,11.364000,12.581000,49.531000000000006,59.905499
7.519000,7.325000,11.135000,7.523000,33.501999999999995,48.417271
7.581000,7.783000,11.307000,7.510000,34.181,49.045841
6.568000,6.101000,11.116000,6.753000,30.538,46.106758
6.602000,6.795000,11.345000,6.610000,31.352,46.776718
11.348000,6.400000,11.159000,11.334000,40.241,50.932529
11.363000,11.568000,11.417000,11.362000,45.71,56.232941
10.991000,11.003000,11.154000,10.989000,44.137,44.985142
16.695000,2.329000,10.967000,13.346000,43.337,49.172062
12.566000,12.906000,11.408000,12.524000,49.404,59.358368
7.486000,7.249000,11.174000,7.658000,33.567,48.576801
7.676000,8.045000,11.381000,7.605000,34.707,49.590450
6.541000,6.124000,11.127000,6.811000,30.603,45.865200
6.554000,6.315002,11.361000,6.556000,30.786002,46.944481
11.302000,6.657000,11.176000,11.293000,40.428,51.085087
11.358000,11.492000,11.424000,11.370000,45.644,56.316727
10.993000,11.003000,11.083000,11.008000,44.087,45.273800
9.727000,2.465000,11.084000,10.388000,33.664,46.116821
12.897000,13.759000,11.400000,12.936000,50.992,60.657833
7.505000,7.453000,11.167000,7.519000,33.644,48.137253
8.031000,8.678000,11.364000,8.042000,36.115,50.090012
6.619000,6.071000,11.131000,6.616000,30.436999999999998,45.724762
6.094000,6.288000,11.365000,6.126000,29.873,46.321201
11.324000,6.423000,11.175000,11.313000,40.235,50.919952
11.332000,11.466000,11.374000,11.351000,45.523,53.141422
10.989000,11.006000,11.170000,10.993000,44.158,45.380051
